sentenceId,raw_text,aspectTerms,aspectCategories
2502,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.","[{'term': 'live music', 'polarity': 'neutral'}, {'term': 'space', 'polarity': 'negative'}, {'term': 'jazz nights', 'polarity': 'neutral'}]","[{'category': 'ambience', 'polarity': 'negative'}]"
28,Food was average but tasty.,"[{'term': 'Food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1654,We come from New Jersey to eat at Kinoko.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
131,Big Wong gets big Ups for a fine establishment.,"[{'term': 'establishment', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
3218,Will never be back.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1874,"The entree was bland and small, dessert was not inspired.","[{'term': 'entree', 'polarity': 'negative'}, {'term': 'dessert', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
616,I highly recommend it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3611,Oh and it's too tiny for families with strollers.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'negative'}]"
1580,The staff was the friendliest that have seen in New York.,"[{'term': 'staff', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
2924,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'lemon salad', 'polarity': 'negative'}, {'term': 'pepper', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'conflict'}]"
2414,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.","[{'term': 'Pad thai', 'polarity': 'conflict'}, {'term': 'lad nar', 'polarity': 'conflict'}, {'term': 'dishes', 'polarity': 'conflict'}, {'term': 'places', 'polarity': 'negative'}, {'term': 'thai food', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'conflict'}]"
2218,Delicious food at a great price but do not go here on a cold day and sit by the front door.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'front door', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'positive'}, {'category': 'ambience', 'polarity': 'negative'}]"
1436,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).","[{'term': 'Guizhou chicken', 'polarity': 'positive'}, {'term': 'fish with hot bean source', 'polarity': 'positive'}, {'term': 'fish fillet in spicy source', 'polarity': 'positive'}, {'term': 'special menu', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2279,"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.","[{'term': 'prices', 'polarity': 'positive'}]","[{'category': 'price', 'polarity': 'positive'}, {'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2975,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","[{'term': 'open kitchen', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'conflict'}]"
1568,My six year old loved it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3496,Pizza was a little soggy.,"[{'term': 'Pizza', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
3084,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'bhelpuri', 'polarity': 'positive'}, {'term': 'sevpuri', 'polarity': 'positive'}, {'term': 'samosa chaats', 'polarity': 'positive'}, {'term': 'indian appetizers', 'polarity': 'positive'}, {'term': 'bombay style chaat', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3033,The Singapore Mai Fun had NO curry flavor whatsoever.,"[{'term': 'Singapore Mai Fun', 'polarity': 'negative'}, {'term': 'curry flavor', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
3321,The only problem is that the manager is a complete incompetent.,"[{'term': 'manager', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}]"
699,The wine list is interesting and has many good values.,"[{'term': 'wine list', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3173,Murray won't do it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'service', 'polarity': 'negative'}]"
1370,I'm still mad that i had to pay for lousy food.,"[{'term': 'food', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
3340,This restaurant used to be our regular Thursday night dinner location.,"[{'term': 'dinner location', 'polarity': 'neutral'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3334,Definite go if you're used to good Indian restaurant food from abroad.,"[{'term': 'Indian restaurant food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2463,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.","[{'term': 'AT MOSHPHERE', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
2297,"By far, the best pizza in Manhattan.","[{'term': 'pizza', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1353,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.","[{'term': 'Thai food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'negative'}, {'category': 'ambience', 'polarity': 'conflict'}]"
3274,"Most people eat there seem to be typical Upper East Side snobs, so be aware.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'negative'}]"
2668,The waiter actually poured water on my hand and walked away.,"[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'water', 'polarity': 'neutral'}]","[{'category': 'service', 'polarity': 'negative'}]"
2538,"The food is mostly made from scratch, fresh and well prepared.","[{'term': 'food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3060,"Worse of all, $60 was erroneously added to our $80 bill.","[{'term': 'bill', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}]"
2221,Too cold to enjoy.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'negative'}]"
2582,"NO more reservations, expensive tips and annoying stuff.","[{'term': 'reservations', 'polarity': 'positive'}, {'term': 'tips', 'polarity': 'positive'}, {'term': 'stuff', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
2071,Try the sea bass.,"[{'term': 'sea bass', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1645,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,"[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'sushi places', 'polarity': 'positive'}, {'term': 'quality', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'positive'}]"
2257,I brought some buddies from CA and they loved it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
743,"Inside is a little cramped, but to be expected.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'conflict'}]"
765,Sushi wasn't anything spectacular for the price.,"[{'term': 'Sushi', 'polarity': 'neutral'}, {'term': 'price', 'polarity': 'negative'}]","[{'category': 'price', 'polarity': 'negative'}, {'category': 'food', 'polarity': 'neutral'}]"
2133,"During our meal, the management came over and checked on us and even bought us a round of drinks.","[{'term': 'management', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'neutral'}, {'term': 'round of drinks', 'polarity': 'neutral'}]","[{'category': 'service', 'polarity': 'positive'}]"
1054,"But they don't have a toaster, which is strange.","[{'term': 'toaster', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}]"
1040,"So, for good food i'd recommend it, but not for a fun night out.","[{'term': 'food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'ambience', 'polarity': 'negative'}]"
2278,The menu choices are similar but the taste lacked more flavor than it looked.,"[{'term': 'taste', 'polarity': 'negative'}, {'term': 'menu choices', 'polarity': 'neutral'}, {'term': 'flavor', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'conflict'}]"
1324,A must for all the Dosa lovers.,"[{'term': 'Dosa', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1477,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.","[{'term': 'portions', 'polarity': 'positive'}, {'term': 'appetizer', 'polarity': 'neutral'}, {'term': 'entree', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'positive'}]"
3059,The appetizers are just OK and the main courses were decidedly subpar.,"[{'term': 'appetizers', 'polarity': 'neutral'}, {'term': 'main courses', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
2365,Someone else recommended the dessert - we also left that.,"[{'term': 'dessert', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
264,The exotic food is beautifully presented and is a delight in delicious combinations.,"[{'term': 'exotic food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3525,The staff is very attentive and we can almost always get a table.,"[{'term': 'staff', 'polarity': 'positive'}, {'term': 'table', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
485,"If you are a vegetarian, this really isn't a good place to go.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
731,"Try the mediterranean salad, it is a true experience for your taste buds!!","[{'term': 'mediterranean salad', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3025,I'm sure I'll return for a final judgement tho.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
239,"Of course, it is crowded but who cares.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'conflict'}]"
2765,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
686,I've been there three times and have always had wonderful experiences.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1564,People are always friendly.,"[{'term': 'People', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
1069,The cream cheeses are out of this world and I love that coffee!!,"[{'term': 'cream cheeses', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3118,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.","[{'term': 'entrees', 'polarity': 'positive'}, {'term': 'sides', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1814,hmmm.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
744,Service was prompt and courteous.,"[{'term': 'Service', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
1382,It was not above ordinary and the beef version had cheap (undercooked) beef.,"[{'term': 'beef version', 'polarity': 'negative'}, {'term': 'beef', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
3665,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.","[{'term': 'decor', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
1128,"It was nice and fresh, but I can't give it high scores on being authentic thai.","[{'term': 'thai', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'conflict'}]"
780,"Overall, worht every penny.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'price', 'polarity': 'positive'}]"
2819,"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
566,"Got club soda, filled with ice, no lime.","[{'term': 'club soda, filled with ice, no lime', 'polarity': 'neutral'}]","[{'category': 'service', 'polarity': 'negative'}]"
2646,"Only wine and beer are served, but the house varities are actually quite good.","[{'term': 'wine', 'polarity': 'neutral'}, {'term': 'beer', 'polarity': 'neutral'}, {'term': 'house varities', 'polarity': 'positive'}, {'term': 'served', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'positive'}]"
1576,This place must have cost the owners afortune to build.,"[{'term': 'owners', 'polarity': 'neutral'}, {'term': 'cost', 'polarity': 'negative'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
3223,My mouth starts to water merely thinking about the delight that is this restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'food', 'polarity': 'positive'}]"
3214,I haven't been to the other locations.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3434,"Oh, and the complimentary pudding dessert was just enough- yummy!","[{'term': 'pudding dessert', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2687,People dress in suits or evening gowns as well as shirts jeans.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'neutral'}]"
2064,we split a tasty vegetable samosa and the malai tikka wrap.,"[{'term': 'vegetable samosa', 'polarity': 'positive'}, {'term': 'malai tikka wrap', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1191,Knowledge of the chef and the waitress are below average.,"[{'term': 'chef', 'polarity': 'negative'}, {'term': 'waitress', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}, {'category': 'food', 'polarity': 'negative'}]"
626,We were walking around the village and went into this place just for some drinks.,"[{'term': 'drinks', 'polarity': 'neutral'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1673,Decent wine selection too.,"[{'term': 'wine selection', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
1706,Go with a group of friends and you will have a great time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1879,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.","[{'term': 'bar', 'polarity': 'negative'}, {'term': 'waiting', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'negative'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
2637,I have to say I have never had a disapointing meal here.,"[{'term': 'meal', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3623,It's one of our favorite places to eat in NY.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2420,"The place does get crowded, so I recommend going between 4-5 PM.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'conflict'}]"
2605,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,"[{'term': 'goat cheese', 'polarity': 'positive'}, {'term': 'panchetta', 'polarity': 'positive'}, {'term': 'raddichio', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'conflict'}]"
1415,"Disappointing food, lousy service.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}, {'category': 'service', 'polarity': 'negative'}]"
1421,"I'm from sichuan, this is the restaurant I recommend going.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3660,This lovely French-Asian fusion restaurant stands out amongst other great restaurants on Smith Street.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1945,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'positive'}]"
612,great place to go for a drink too because they have 100 kinds of beer.,"[{'term': 'kinds of beer', 'polarity': 'positive'}, {'term': 'drink', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'positive'}]"
44,But this place is a well-oiled machine so they know what they're doing.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2916,"Over price, and small portions .","[{'term': 'price', 'polarity': 'negative'}, {'term': 'portions', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}, {'category': 'price', 'polarity': 'negative'}]"
859,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.","[{'term': 'bartender', 'polarity': 'positive'}, {'term': 'champagne', 'polarity': 'neutral'}, {'term': 'turnip soup with pureed basil', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'positive'}]"
855,But I'd go back,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
514,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'service', 'polarity': 'negative'}]"
750,The food was well prepared and the service impecable.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'positive'}]"
2645,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.","[{'term': 'dish', 'polarity': 'positive'}, {'term': 'Thai spiced curry noodles with shrimp', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}, {'term': 'cost', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'positive'}]"
2267,"Good, dark atmosphere and the music is a nice touch.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
2453,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'portion', 'polarity': 'positive'}, {'term': 'main course', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
2193,But the thai is definitely not great -- bland and indistinguished.,"[{'term': 'thai', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}]"
1392,This Thai restaurant is a couple blocks away from Sripraphai (another delicious Thai restaurant).,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
4,"Great for groups, great for a date, great for early brunch or a nightcap.","[{'term': 'brunch', 'polarity': 'positive'}, {'term': 'nightcap', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
240,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
2030,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,"[{'term': 'food suggestions', 'polarity': 'positive'}, {'term': 'server', 'polarity': 'positive'}, {'term': 'sommelier', 'polarity': 'positive'}, {'term': 'fromager', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'neutral'}, {'term': 'cheese', 'polarity': 'neutral'}]","[{'category': 'service', 'polarity': 'positive'}]"
3000,Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'conflict'}]"
2842,"That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2005,Everything about this restaurant was special.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3239,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.","[{'term': 'back garden', 'polarity': 'positive'}, {'term': 'reservation', 'polarity': 'negative'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
1660,Stuffing yourself with Japanese food is a rare thing.,"[{'term': 'Japanese food', 'polarity': 'neutral'}]","[{'category': 'food', 'polarity': 'neutral'}]"
1145,I try my best to give an accurate description of any establishment visited.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2855,While the food was good (certainly no Il Mulino) the service was horrendous.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'negative'}]"
652,It is expensive but well worth the money.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'price', 'polarity': 'conflict'}]"
2774,Service is not what one would expect from a joint in this price category.,"[{'term': 'Service', 'polarity': 'negative'}, {'term': 'price category', 'polarity': 'negative'}]","[{'category': 'service', 'polarity': 'negative'}]"
1575,Our family never expected such incredible entertainment in a restaurant.,"[{'term': 'entertainment', 'polarity': 'positive'}]","[{'category': 'ambience', 'polarity': 'positive'}]"
2908,i would recommend reservations on weekends though.,"[{'term': 'reservations', 'polarity': 'neutral'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
423,There are many Thai places in the city but so far Toons is #1.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1608,Great pizza for lunch place.,"[{'term': 'pizza', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
835,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,"[{'term': 'food', 'polarity': 'conflict'}, {'term': 'lunch', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'negative'}]"
1431,I don't think I would go again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
377,We were a group of 8 and well seved.,"[{'term': 'seved', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}, {'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3222,And that's no mean feat...,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
125,I often go there to eat with my family.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
3342,I wish they would change back to what it was before.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2808,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.","[{'term': 'signs', 'polarity': 'positive'}, {'term': 'specials menus', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'waitstaff', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'service', 'polarity': 'positive'}, {'category': 'ambience', 'polarity': 'positive'}]"
1298,NO PIZZA 33 for me!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
2183,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.","[{'term': 'scallop roll', 'polarity': 'positive'}, {'term': 'sesame chicken', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
2841,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.","[{'term': 'food', 'polarity': 'neutral'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1418,I noted it was crossed off on the bill.,"[{'term': 'bill', 'polarity': 'neutral'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2208,"Needless to say, I'm never going back and you should be wary too.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
287,Best dish is nori-wrapped tuna.,"[{'term': 'nori-wrapped tuna', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
814,The food was absolutely amazing!!,"[{'term': 'food', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}]"
3112,Some servers make you feel like they are doing you a favor to bring you the food.,"[{'term': 'servers', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}]","[{'category': 'service', 'polarity': 'negative'}]"
2413,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.","[{'term': 'fast food', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}, {'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3435,Mermaid Inn is an overall good restaurant with really good seafood.,"[{'term': 'seafood', 'polarity': 'positive'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}, {'category': 'food', 'polarity': 'positive'}]"
914,I work around the corner and tried it with a colleague for the first time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2695,I went here with my boyfriend and another couple.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
664,The staff is also attentive and friendly.,"[{'term': 'staff', 'polarity': 'positive'}]","[{'category': 'service', 'polarity': 'positive'}]"
1644,The all you can eat deal is truly amazing here.,"[{'term': 'all you can eat deal', 'polarity': 'positive'}]","[{'category': 'price', 'polarity': 'positive'}]"
2036,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.","[{'term': 'dish', 'polarity': 'negative'}, {'term': 'taste', 'polarity': 'neutral'}, {'term': 'dishes', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}, {'category': 'price', 'polarity': 'negative'}]"
1880,"This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2101,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,"[{'term': 'meat patties in steamed buns', 'polarity': 'negative'}]","[{'category': 'food', 'polarity': 'negative'}, {'category': 'price', 'polarity': 'negative'}]"
2113,first it took us a long time to find the place.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
1822,All of the pizzas are terrific and the price is even better!,"[{'term': 'pizzas', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]","[{'category': 'food', 'polarity': 'positive'}, {'category': 'price', 'polarity': 'positive'}]"
