sentenceId,raw_text,aspectTerms,aspectCategories
529,"Now I could get myself a cheap computer, that will probably work a whole lot better!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2527,I would definitely not go back to using a PC after using the mac.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1237,The So called laptop Runs to Slow and I hate it!,"[{'term': 'Runs', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2712,"This is the first laptop I've owned, althougth I used several at my previous job.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2054,"Those moments in thime where you want to throw something against the wall? Yeah, I wanted to throw that lap top out the window and light it on fire.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
359,Charger seems large for this class of computer.,"[{'term': 'Charger', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2394,I don't really have a complaint.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1116,I'm pretty sure it's not newegg's fault but when you turn on a computer you just bought you want it to at least get to desktop.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1915,  Best Buy ended up junking the computer and giving me a replacement computer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2690,I dislike the quality and the placement of the speakers.,"[{'term': 'speakers', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2713,"The screen graphics and clarity, and sharpness are great.","[{'term': 'screen graphics', 'polarity': 'positive'}, {'term': 'clarity', 'polarity': 'positive'}, {'term': 'sharpness', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1826,If I have a problem with any of my apple items I make an appointment at one of my local stores and they work on correcting it right there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.","[{'term': 'customer support', 'polarity': 'positive'}, {'term': 'performance', 'polarity': 'neutral'}, {'term': 'safety feature', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
644,"I claim that this has no value to me, the laptop was new anyway.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1125,Enough said.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
186,Not working = bad,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
67,i would really recommend to any person out there to get this laptop cause its really worth it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1720,Otherwise this little notebook has met all my expectations.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2016,My son said it popped up and he clicked update.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
40,I lost two items I was working on until I figured out what was happening.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2348,The unibody design is edgy and durable.,"[{'term': 'unibody design', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1441,STOPPED BOOTING UP less than a week after my one-year warranty was up.,"[{'term': 'BOOTING UP', 'polarity': 'negative'}, {'term': 'one-year warranty', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2860,"But, for the cost this is a winner.","[{'term': 'cost', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2630,"Let me tell you, this machine is great.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2842,I have used a computer at work but having your own personal laptop is AWSOME!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
91,Later it held zero charge and its replacement worked for less than three months.,"[{'term': 'charge', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
944,"  The second issue I had with it occured a month later and it kept overheating, even if on for less than an hour!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
817,"  Also, the battery does not last very long at all.","[{'term': 'battery', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2683,Good luck with your purchase options.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
45,"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1108,Very disappointed!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
465,They are asking me to ship the unit back to fix it at their site.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
427,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","[{'term': 'software', 'polarity': 'conflict'}, {'term': 'software', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3085,I looked around and based off my price/features comparison from a brand I trusted I landed here.,"[{'term': 'price', 'polarity': 'neutral'}, {'term': 'features', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1139,  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,"[{'term': 'services', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1591,Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,"[{'term': 'performance', 'polarity': 'positive'}, {'term': 'speed', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1067,Unless you need the Bluetooth 3.,"[{'term': 'Bluetooth 3', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
536,I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,"[{'term': 'warrenty', 'polarity': 'negative'}, {'term': 'fan blade', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1946,That is pretty sad when they name them specifically.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1434,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.","[{'term': 'internet connection', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1526,No viruses.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2525,It is everything that I would want in a computer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
293,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,"[{'term': 'external harddrives', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2344,"However, If I sound enthusiastic about this, I am!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3037,You will fall in love with it in no time.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2543,i give this laptop a five star review i love it and it has done chams for me.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1905,  They removed them and returned the computer to me.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2386,I don't understand why only Windows 7 Starter is included.,"[{'term': 'Windows 7 Starter', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1981,"On 3 July 2004, I purcased this model at Best Buy for about $150","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2881,I went with him and we picked this one.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.","[{'term': 'functionality', 'polarity': 'positive'}, {'term': 'value', 'polarity': 'positive'}, {'term': 'simplicity', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1621,This is my second MACBOOK PRO and it's better than ever.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1610,My macbook is so much better looking and so thin!,"[{'term': 'looking', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
998,The notebook would not turn back on again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2292,The ease of use is wonderful.,"[{'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2596,This system came loaded with Windows 7 Starter.,"[{'term': 'Windows 7 Starter', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
614,"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).","[{'term': 'battery life', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
171,The battery gets so HOT it is scary.,"[{'term': 'battery', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2753,Best thing is I can use existing 32 bit old programs.,"[{'term': 'programs', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3,It's so nice to look at and the keys are easy to type with.,"[{'term': 'keys', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1644,The apple macbook pro nothing to say butprofessionally great and outstanding.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
332,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1641,I am forever changed and will no longer buy a Windows based machine for personal use.,"[{'term': 'Windows', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1680,"Mom, Dad, Brother, sister, You name it!","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1164,but it came back in even worse shape.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2814,The only thing I would change about it is the mouse keys.,"[{'term': 'mouse keys', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
43,"It is absolutely horrible to use, despite all its so called advanced features.","[{'term': 'features', 'polarity': 'negative'}, {'term': 'use', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1056,"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.","[{'term': 'drivers', 'polarity': 'neutral'}, {'term': 'Windows 7 Ultimate', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2996,I have to keep turning it until it decides to lower and there is no mute.,"[{'term': 'mute', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3022,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,"[{'term': 'color reproduction', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1850,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,"[{'term': 'warranty', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2184,"So far, a great product.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2368,He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,"[{'term': 'use', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2233,"u can do what u want in just few seconds, even to start up your computer takes few seconds.","[{'term': 'start up', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1465,It's the most wonderful thing in the entire world.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1468,"So I'd pop them off to see what the problem was, well guess what? The darn thing wouldn't go back on.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1613,"Also, macbooks come with much more features which are so cool!","[{'term': 'features', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
510,They sent out a Sony 'Certified' technician.,"[{'term': ""Sony 'Certified' technician"", 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2353,They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,"[{'term': 'proprietary software', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2563,Getting the Apple Care plan is a must.,"[{'term': 'Apple Care plan', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2264,"I've saved a lot of time and headaches so far, using my new MacBook Pro.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"[{'term': 'cd drive', 'polarity': 'neutral'}, {'term': 'video games', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
635,-Apple offers to send replacement and after 10 days I send them the old computer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2310,"So far, I have no complaints.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2557,His was worth $36.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2664,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
187,"I spent 2200 dollars on a ""top of the line laptop"".","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1622,I also own an HP notebook and it doesn't even come close.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2608,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1432,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.","[{'term': 'programs', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
102,"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.","[{'term': 'processor', 'polarity': 'positive'}, {'term': 'memory', 'polarity': 'positive'}, {'term': 'hard drive', 'polarity': 'positive'}, {'term': 'web cam', 'polarity': 'positive'}, {'term': 'screen', 'polarity': 'positive'}, {'term': 'features', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2966,The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,"[{'term': 'battery', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2211,The graphics on this computer are also stellar - very clear and vivid.,"[{'term': 'graphics', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.","[{'term': 'trial software', 'polarity': 'negative'}, {'term': 'battery life', 'polarity': 'negative'}, {'term': 'webcam', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1633,"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.","[{'term': 'Windows', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1351,I think that if it is the motherboard again so soon that they should replace it.,"[{'term': 'motherboard', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2544,if this computer every breaks down on me i will most definatly get the same one again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
272,"I had a MacBook Notebook, and it had absolutely no protection from viruses, spyware, malware, etc.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2220,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.","[{'term': 'programs', 'polarity': 'positive'}, {'term': 'loads', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2165,I made the right decision.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
93,"In the past few years, I've had terrible experiences with HP.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2691,"Overall, it's ok.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2723,"Graphics are clean and sharp, internet interfaces are seamless.","[{'term': 'Graphics', 'polarity': 'positive'}, {'term': 'internet interfaces', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
73,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!","[{'term': 'black keyboard', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1082,Sony parts reliability and quality of service is recenlty the worst.,"[{'term': 'service', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1520,I am very Happy!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2677,"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.","[{'term': 'software options', 'polarity': 'negative'}, {'term': 'applications', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2588,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","[{'term': 'features', 'polarity': 'neutral'}, {'term': 'functioning', 'polarity': 'neutral'}, {'term': 'programs', 'polarity': 'neutral'}, {'term': 'Office', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3061,I occassionaly use it for work via VPN and it has not given me any problems.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2036,I sent it back AND THEY LOST IT.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
223,It just works flawlessly!,"[{'term': 'works', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1332,"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.","[{'term': 'service center', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
846,I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,"[{'term': 'port', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2127,Ok first.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1081,"So if you move laptop a lot, it might get loose, however it sits pretty tightly.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
3067,another satisfied customer.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1455,  also the battery is completely shot.,"[{'term': 'battery', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
716,Highly recommended!,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
162,/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,"[{'term': 'cooling system', 'polarity': 'positive'}, {'term': 'grafics card', 'polarity': 'positive'}, {'term': 'LED backlit screen', 'polarity': 'positive'}, {'term': '8GB RAM', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
969,The biggest problem is that the box had no instructions in it.,"[{'term': 'instructions', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
145,"But after using it a couple of weeks, the overall operation is poor.","[{'term': 'operation', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2721,"Will not buy another Toshiba, this is my second, not happy w/ either.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2187,"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.","[{'term': 'value', 'polarity': 'positive'}, {'term': 'built', 'polarity': 'positive'}, {'term': 'works', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1709,"The cool thing about the Mac Book was that I went on my honeymoon and shot a bunch of pictures and movies with my iPhone, then I came back and put them onto my Macbook and made a pretty good DVD movie with all the pictures and videos from my trip.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
959,"for two months, when YOU GUESSED IT.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1820,This was my first MacBook purchase ever.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2812,Screen is crystal clear and the system is very responsive.,"[{'term': 'Screen', 'polarity': 'positive'}, {'term': 'system', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2899,I will stack it up against laptops that cost twice as much any day.,"[{'term': 'cost', 'polarity': 'conflict'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
228,Quite simply this is the best laptop I have ever owned.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1028,Or the cursor would show up some place else.,"[{'term': 'cursor', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1762,The newer MacBook that I have purchased is one of the best computers.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
586,I have had some excellent computer and have found I had no idea what to do with them,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1556,"As it turns out, I just didn't know any better.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1474,I've had friends with Acers who seem to have had similar or exact same problems.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1103,What can I say.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
87,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"[{'term': 'software', 'polarity': 'neutral'}, {'term': 'operate', 'polarity': 'positive'}, {'term': 'gadgets', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
551,What's also interesting is this survey changed my ratings the first time I submitted it in case it doesn't keep what I put here are my aratings,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1997,"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.","[{'term': 'Windows', 'polarity': 'negative'}, {'term': 'hard drive', 'polarity': 'negative'}, {'term': 'disk image', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
873,I had a toshiba for 10 years.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2548,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!","[{'term': 'track pad', 'polarity': 'positive'}, {'term': 'track pad', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
953,"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.","[{'term': 'disc drive', 'polarity': 'negative'}, {'term': 'drive', 'polarity': 'negative'}, {'term': 'drive', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1179,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.","[{'term': 'Appleworks', 'polarity': 'negative'}, {'term': 'word processing program', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2399,she can't tell the difference between it and her regular desktop system.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1431,With in weeks of purchasing my computer is began to slow down.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1672,It doesn't bother me though.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2957,I've had this laptop for about a month now.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1876,I already have a HP laptop I bought last year that's standard size.,"[{'term': 'size', 'polarity': 'neutral'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
660,It was okay for over a week before the blue screens started occuring again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1847,  English must have been his third or fourth language.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2992,Battery is not upgradable to a longer life battery.,"[{'term': 'Battery', 'polarity': 'negative'}, {'term': 'battery', 'polarity': 'negative'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
1341,I am just ONE of the million customers.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
2835,it has times were it freezes for 10 seconds and then starts again.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
559,apple has a reputation and is well known for its easy usage.,"[{'term': 'usage', 'polarity': 'positive'}]","[{'category': 'noaspectcategory', 'polarity': 'none'}]"
